business_name,address,phone,category,subcategory,query,rating,reviews,google_maps_url,source_file
Citi Bike: Broadway & E 14 St,"New York, NY 10003, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,5,https://www.google.com/maps/place/Citi+Bike:+Broadway+%26+E+14+St/data=!4m7!3m6!1s0x89c25998e5cc4635:0xee066986d276dd43!8m2!3d40.7345456!4d-73.9907414!16s%2Fg%2F11c0xp0nbp!19sChIJNUbM5ZhZwokRQ9120oZpBu4?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Eddie's Bicycle Shop,"490 Amsterdam Ave, New York, NY 10024, United States",+1 212-580-2011,Automobile,Bike_Rentals,Bike rentals in New York New York,3.7,64,https://www.google.com/maps/place/Eddie%27s+Bicycle+Shop/data=!4m7!3m6!1s0x89c25885cd35e2e7:0x1cd991966a944614!8m2!3d40.7862647!4d-73.976418!16s%2Fg%2F1tf0rjjq!19sChIJ5-I1zYVYwokRFEaUapaR2Rw?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: 5 Ave & E 78 St,"New York, NY 10075, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,3.6,7,https://www.google.com/maps/place/Citi+Bike:+5+Ave+%26+E+78+St/data=!4m7!3m6!1s0x89c25894112d5f51:0x4a9188239805abb!8m2!3d40.7763214!4d-73.9642739!16s%2Fg%2F11h9vgcvpg!19sChIJUV8tEZRYwokRu1qAOYIYqQQ?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: Broadway & W 51 St,"New York, NY 10019, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,4.0,4,https://www.google.com/maps/place/Citi+Bike:+Broadway+%26+W+51+St/data=!4m7!3m6!1s0x89c258562bf78871:0x30b697ca4b7e11e2!8m2!3d40.7622883!4d-73.9833618!16s%2Fg%2F11c0xp58jw!19sChIJcYj3K1ZYwokR4hF-S8qXtjA?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: Roosevelt Island Tramway,"New York, NY 10044, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,4,https://www.google.com/maps/place/Citi+Bike:+Roosevelt+Island+Tramway/data=!4m7!3m6!1s0x89c258db8a79c309:0xfc18ee257805a9!8m2!3d40.757284!4d-73.9536!16s%2Fg%2F11jp5s3rp2!19sChIJCcN5ittYwokRqQV4Je4Y_AA?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: Maiden Ln & Pearl St,"New York, NY 10038, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,4.8,5,https://www.google.com/maps/place/Citi+Bike:+Maiden+Ln+%26+Pearl+St/data=!4m7!3m6!1s0x89c25a17ce3914a1:0x63977d002bfe4e5d!8m2!3d40.7070646!4d-74.0073185!16s%2Fg%2F11c42qt6mx!19sChIJoRQ5zhdawokRXU7-KwB9l2M?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: E 17 St & Broadway,"New York, NY 10003, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,1,https://www.google.com/maps/place/Citi+Bike:+E+17+St+%26+Broadway/data=!4m7!3m6!1s0x89c259a21241682f:0xa44c7d38c63b7295!8m2!3d40.737006!4d-73.990134!16s%2Fg%2F11f2_k_1mm!19sChIJL2hBEqJZwokRlXI7xjh9TKQ?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: 12 Ave & W 40 St,"New York, NY 10018, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,4.1,12,https://www.google.com/maps/place/Citi+Bike:+12+Ave+%26+W+40+St/data=!4m7!3m6!1s0x89c2584bafbbe2ab:0x1d7a0d760ac1b3fb!8m2!3d40.760875!4d-74.0027767!16s%2Fg%2F1yfj6__t6!19sChIJq-K7r0tYwokR-7PBCnYNeh0?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: 6 Ave & W 45 St,"New York, NY 10036, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,2,https://www.google.com/maps/place/Citi+Bike:+6+Ave+%26+W+45+St/data=!4m7!3m6!1s0x89c258ff85e21467:0x705d76d3313438c!8m2!3d40.756951!4d-73.982631!16s%2Fg%2F11lgx01g6_!19sChIJZxTihf9YwokRjEMTM23XBQc?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: 5 Ave & E 87 St,"New York, NY 10128, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,4.3,4,https://www.google.com/maps/place/Citi+Bike:+5+Ave+%26+E+87+St/data=!4m7!3m6!1s0x89c2589809451bf5:0x41223f79d2ee92ce!8m2!3d40.7823226!4d-73.9598751!16s%2Fg%2F11rshd1s55!19sChIJ9RtFCZhYwokRzpLu0nk_IkE?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: 8 Ave & W 31 St,-,-,Automobile,Bike_Rentals,Bike rentals in New York New York,3.7,12,https://www.google.com/maps/place/Citi+Bike:+8+Ave+%26+W+31+St/data=!4m7!3m6!1s0x89c259ae1ff5dcd9:0x95d2ead9b56ef518!8m2!3d40.7505854!4d-73.9946848!16s%2Fg%2F1q65dsqgc!19sChIJ2dz1H65ZwokRGPVutdnq0pU?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: Pearl St & Hanover Square,"New York, NY 10004, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,3.7,3,https://www.google.com/maps/place/Citi+Bike:+Pearl+St+%26+Hanover+Square/data=!4m7!3m6!1s0x89c25a167e98bdb1:0x1ca5ebd92cef64bb!8m2!3d40.7047177!4d-74.0092602!16s%2Fg%2F11c0xpl4rt!19sChIJsb2YfhZawokRu2TvLNnrpRw?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: W 37 St & 5 Ave,"New York, NY 10018, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,1,https://www.google.com/maps/place/Citi+Bike:+W+37+St+%26+5+Ave/data=!4m7!3m6!1s0x89c259aa03d46ddd:0xacf835f32b2ff4ad!8m2!3d40.75038!4d-73.9833898!16s%2Fg%2F11f6dlgshr!19sChIJ3W3UA6pZwokRrfQvK_M1-Kw?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: Albany St & Greenwich St,"New York, NY 10006, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,1,https://www.google.com/maps/place/Citi+Bike:+Albany+St+%26+Greenwich+St/data=!4m7!3m6!1s0x89c25a10bae8323f:0xf4bca3daecac1fa6!8m2!3d40.709267!4d-74.013247!16s%2Fg%2F11nfn1dgx7!19sChIJPzLouhBawokRph-s7NqjvPQ?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: E 32 St & Park Ave,"New York, NY 10016, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,3.5,2,https://www.google.com/maps/place/Citi+Bike:+E+32+St+%26+Park+Ave/data=!4m7!3m6!1s0x89c25907ef5a7961:0xc2a18151669ac47c!8m2!3d40.7457121!4d-73.9819483!16s%2Fg%2F11c2y94x4w!19sChIJYXla7wdZwokRfMSaZlGBocI?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
"Different Spokes NY Bike shop - Sales, Service, Rental, Repairs","252 S 4th St, Brooklyn, NY 11211, United States",+1 718-302-2453,Automobile,Bike_Rentals,Bike rentals in New York New York,4.3,87,"https://www.google.com/maps/place/Different+Spokes+NY+Bike+shop+-+Sales,+Service,+Rental,+Repairs/data=!4m7!3m6!1s0x89c25be05d54b549:0x3ae49b212ae00771!8m2!3d40.7100031!4d-73.9580144!16s%2Fg%2F11xhtlp1j!19sChIJSbVUXeBbwokRcQfgKiGb5Do?authuser=0&hl=en&rclk=1",Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: W 55 St & 6 Ave,"New York, NY 10105, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,3,https://www.google.com/maps/place/Citi+Bike:+W+55+St+%26+6+Ave/data=!4m7!3m6!1s0x89c258f9eb33bb77:0x470290a3d5b02a02!8m2!3d40.763189!4d-73.978434!16s%2Fg%2F11h9vg3jbr!19sChIJd7sz6_lYwokRAiqw1aOQAkc?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: 5 Ave & E 72 St,"New York, NY 10021, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,2.3,3,https://www.google.com/maps/place/Citi+Bike:+5+Ave+%26+E+72+St/data=!4m7!3m6!1s0x89c2589335f778f7:0x745942d87da9fda6!8m2!3d40.7728282!4d-73.9668528!16s%2Fg%2F11gj0whqjm!19sChIJ93j3NZNYwokRpv2pfdhCWXQ?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: Broadway & W 58 St,"New York, NY 10019, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,4.3,4,https://www.google.com/maps/place/Citi+Bike:+Broadway+%26+W+58+St/data=!4m7!3m6!1s0x89c258f7f0dfc15d:0x842f8479c6ebcf42!8m2!3d40.7669531!4d-73.9816933!16s%2Fg%2F11cmty62zr!19sChIJXcHf8PdYwokRQs_rxnmEL4Q?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Hao Jian Tou Bicycle,"46 Eldridge St, New York, NY 10002, United States",+1 646-630-8889,Automobile,Bike_Rentals,Bike rentals in New York New York,3.6,37,https://www.google.com/maps/place/Hao+Jian+Tou+Bicycle/data=!4m7!3m6!1s0x89c25a283f1dc77b:0xe3a991be2fa27e53!8m2!3d40.7159217!4d-73.9929386!16s%2Fg%2F11c604jm48!19sChIJe8cdPyhawokRU36iL76RqeM?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
RentaBikeNow for Store #143,"1306 2nd Ave, New York, NY 10065, United States",+1 847-441-4292,Automobile,Bike_Rentals,Bike rentals in New York New York,0.0,0,https://www.google.com/maps/place/RentaBikeNow+for+Store+%23143/data=!4m7!3m6!1s0x89c258e9ff37ecf9:0xe55faaac1196ceb!8m2!3d40.7666612!4d-73.9597816!16s%2Fg%2F1hhlfflhc!19sChIJ-ew3_-lYwokR62wZwar6VQ4?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: 8 Ave & W 49 St,"New York, NY 10019, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,1,https://www.google.com/maps/place/Citi+Bike:+8+Ave+%26+W+49+St/data=!4m7!3m6!1s0x89c258568d3c5e9b:0x135228318b4bf978!8m2!3d40.7617123!4d-73.986551!16s%2Fg%2F11p06p5w7n!19sChIJm148jVZYwokRePlLizEoUhM?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: Central Park West & W 85 St,"New York, NY 10024, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,3.0,2,https://www.google.com/maps/place/Citi+Bike:+Central+Park+West+%26+W+85+St/data=!4m7!3m6!1s0x89c2589add47b053:0x54b1397eb579a402!8m2!3d40.78476!4d-73.969862!16s%2Fg%2F11k6wjtlln!19sChIJU7BH3ZpYwokRAqR5tX45sVQ?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: W 49 St & 8 Ave,"New York, NY 10019, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,3,https://www.google.com/maps/place/Citi+Bike:+W+49+St+%26+8+Ave/data=!4m7!3m6!1s0x89c25856c69e2c7b:0x903d8d0f1d320161!8m2!3d40.7622721!4d-73.987882!16s%2Fg%2F11bz_0ksdp!19sChIJeyyexlZYwokRYQEyHQ-NPZA?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: South St & Gouverneur Ln,"New York, NY 10001, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,4.8,4,https://www.google.com/maps/place/Citi+Bike:+South+St+%26+Gouverneur+Ln/data=!4m7!3m6!1s0x89c25a15f9b57b8b:0xfa3ac61a89d78ed7!8m2!3d40.7035538!4d-74.0067023!16s%2Fg%2F11c67wvpcf!19sChIJi3u1-RVawokR147XiRrGOvo?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Citi Bike: W 107 St & Columbus Ave,"New York, NY 10025, United States",-,Automobile,Bike_Rentals,Bike rentals in New York New York,5.0,1,https://www.google.com/maps/place/Citi+Bike:+W+107+St+%26+Columbus+Ave/data=!4m7!3m6!1s0x89c2f622e36f5bfb:0x4d41120dd9fb1894!8m2!3d40.7997568!4d-73.9621129!16s%2Fg%2F11c67wc3k4!19sChIJ-1tv4yL2wokRlBj72Q0SQU0?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_New_York_New_York.csv
Chariots of Philly,"3000 Chestnut St #8644, Philadelphia, PA 19104, United States",+1 267-888-7610,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,5.0,1,https://www.google.com/maps/place/Chariots+of+Philly/data=!4m7!3m6!1s0x89c6c62e5b6e489b:0x2c0f7e29a1ed1fbd!8m2!3d39.9531864!4d-75.1846108!16s%2Fg%2F1hm5_tsl8!19sChIJm0huWy7GxokRvR_toSl-Dyw?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
The Velojawn Bike Shop,"3946 Lancaster Ave, Philadelphia, PA 19104, United States",+1 267-292-5323,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,4.7,66,https://www.google.com/maps/place/The+Velojawn+Bike+Shop/data=!4m7!3m6!1s0x89c6c7b781687517:0xdec9c793bd2856b5!8m2!3d39.9626808!4d-75.2017669!16s%2Fg%2F11h71hjl9c!19sChIJF3VogbfHxokRtVYovZPHyd4?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"Free Library of Philadelphia - Central Library, Philadelphia, PA 19103, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,5.0,1,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c707ee77be55:0x9745dc677e505861!8m2!3d39.9592265!4d-75.1703586!16s%2Fg%2F11ghll7dv2!19sChIJVb537gfHxokRYVhQfmfcRZc?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"Philadelphia Zoo, Philadelphia, PA 19104, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,4.6,5,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c705e8682553:0xa90c4c69dbb50c3f!8m2!3d39.97472!4d-75.19781!16s%2Fg%2F11gk8vmyht!19sChIJUyVo6AXHxokRPwy122lMDKk?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"23rd & South, Philadelphia, PA 19146, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,4.5,2,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c640c3e27457:0x1483ae061da3d9bb!8m2!3d39.94527!4d-75.17971!16s%2Fg%2F11q7fk13n5!19sChIJV3Tiw0DGxokRu9mjHQaugxQ?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"4th & Wood, Philadelphia, PA 19106, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,5.0,1,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c88781d10e53:0x237150abfae4a9ce!8m2!3d39.95673!4d-75.14575!16s%2Fg%2F11rcsnb10b!19sChIJUw7RgYfIxokRzqnk-qtQcSM?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"34th & Arch, Philadelphia, PA 19104, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,4.0,1,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c6521e48067f:0xecae4d987f95d445!8m2!3d39.95784!4d-75.19079!16s%2Fg%2F11p007h2yy!19sChIJfwZIHlLGxokRRdSVf5hNruw?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"36th & Sansom, Philadelphia, PA 19104, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,5.0,1,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c650afbf7a41:0xf7fba0b958f455ab!8m2!3d39.9538!4d-75.19479!16s%2Fg%2F11f03vsf5n!19sChIJQXq_r1DGxokRq1X0WLmg-_c?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"18th & Washington, Chew Playground, Philadelphia, PA 19146, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,5.0,1,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c615c8ef84a1:0x38a69ef2eedda165!8m2!3d39.9384!4d-75.17327!16s%2Fg%2F11rg_9jr8j!19sChIJoYTvyBXGxokRZaHd7vKepjg?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Victory Ebike,"1233 S Broad St, Philadelphia, PA 19147, United States",+1 267-808-9696,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,4.0,116,https://www.google.com/maps/place/Victory+Ebike/data=!4m7!3m6!1s0x89c6c720edc1dab3:0x713519007fc8fb52!8m2!3d39.9344831!4d-75.1671147!16s%2Fg%2F11rhc41s4x!19sChIJs9rB7SDHxokRUvvIfwAZNXE?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"Girard Station, MFL, Philadelphia, PA 19123, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,3.0,1,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c86918c6453f:0xf3aceca637b7a3f1!8m2!3d39.96849!4d-75.13546!16s%2Fg%2F11q7fk4bqk!19sChIJP0XGGGnIxokR8aO3N6bsrPM?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"Philadelphia Museum of Art, Philadelphia, PA 19130, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,1.0,1,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c7b5a4e35e71:0x3d9b24cc522af35b!8m2!3d39.96439!4d-75.17987!16s%2Fg%2F11rg_9hf9y!19sChIJcV7jpLXHxokRW_MqUswkmz0?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"15th & Spruce, Philadelphia, PA 19102, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c6252ac92383:0xd102fd86bde18ca2!8m2!3d39.94711!4d-75.16618!16s%2Fg%2F11nwby1589!19sChIJgyPJKiXGxokRoozhvYb9AtE?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"4th & Christian, Philadelphia, PA 19147, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c90e62406007:0x5c2bb7a6fc825a3!8m2!3d39.93704!4d-75.15038!16s%2Fg%2F11grc903wv!19sChIJB2BAYg7JxokRoyXIb3q7wgU?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"2nd & Race, Philadelphia, PA 19106, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c888811cbda9:0x10c3a19e0e21187!8m2!3d39.95382!4d-75.14263!16s%2Fg%2F11nwby5dpg!19sChIJqb0cgYjIxokRhxHi4Bk6DAE?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"11th & Pine, Kahn Park, Philadelphia, PA 19107, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c626993e552d:0xcc63e078bf348b8!8m2!3d39.94517!4d-75.15993!16s%2Fg%2F11rg_rby35!19sChIJLVU-mSbGxokRuEjziwc-xgw?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"19th & Market, Philadelphia, PA 19103, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c63132e4ed2f:0x87e3b81511cc3019!8m2!3d39.95355!4d-75.17192!16s%2Fg%2F11q7f_8rrb!19sChIJL-3kMjHGxokRGTDMERW444c?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"11th & Market, Philadelphia, PA 19107, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c6291804fa37:0x40899c09331136bd!8m2!3d39.95169!4d-75.15888!16s%2Fg%2F11nwby5y04!19sChIJN_oEGCnGxokRvTYRMwmciUA?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"2nd & Market, Philadelphia, PA 19106, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c885bbf3c9ef:0xb4e9b7cf4359cc73!8m2!3d39.95012!4d-75.14472!16s%2Fg%2F11nwcccp83!19sChIJ78nzu4XIxokRc8xZQ8-36bQ?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"Manayunk Bridge, Philadelphia, PA 19127, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6b8c081b10865:0xe5cea1af3520fdc1!8m2!3d40.02796!4d-75.2277!16s%2Fg%2F11sskzrjf9!19sChIJZQixgcC4xokRwf0gNa-hzuU?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"17th & Locust, Philadelphia, PA 19103, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c63a688814a1:0xa65e74832c1f845e!8m2!3d39.94888!4d-75.16978!16s%2Fg%2F11q7f_cw46!19sChIJoRSIaDrGxokRXoQfLIN0XqY?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"33rd & Dauphin, Philadelphia, PA 19132, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c791d26b2461:0x2fbd04c45b52b226!8m2!3d39.99179!4d-75.18637!16s%2Fg%2F11nwby2w78!19sChIJYSRr0pHHxokRJrJSW8QEvS8?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"2nd & Lombard, Philadelphia, PA 19147, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c89a2a0b6d6f:0x7d6c71982a7b1776!8m2!3d39.94182!4d-75.1455!16s%2Fg%2F11nwby3kxf!19sChIJb20LKprIxokRdhd7KphxbH0?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"Pennsylvania & Fairmount Perelman Building, Philadelphia, PA 19130, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c7b66a805c61:0xa54d4cadf705d220!8m2!3d39.96759!4d-75.17952!16s%2Fg%2F11nwccdpwm!19sChIJYVyAarbHxokRINIF961MTaU?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"31st & Girard, Philadelphia, PA 19130, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6c7bb0768bec3:0xcadfecbfd7f4a37!8m2!3d39.97522!4d-75.18669!16s%2Fg%2F11nwcb_qhz!19sChIJw75oB7vHxokRN0p__cv-rQw?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Indego,"Cresson & Levering, Philadelphia, PA 19127, United States",-,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,0.0,0,https://www.google.com/maps/place/Indego/data=!4m7!3m6!1s0x89c6b89558cea1f3:0x26c7c8da8cf3e627!8m2!3d40.02651!4d-75.22445!16s%2Fg%2F11svfbn19m!19sChIJ86HOWJW4xokRJ-bzjNrIxyY?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
Drexel Hill Cyclery,"703 Burmont Rd, Drexel Hill, PA 19026, United States",+1 610-626-4477,Automobile,Bike_Rentals,Bike rentals in Philadelphia Pennsylvania,4.8,127,https://www.google.com/maps/place/Drexel+Hill+Cyclery/data=!4m7!3m6!1s0x89c6c19068131e89:0xb5c7a0ba677b908d!8m2!3d39.9498542!4d-75.3080102!16s%2Fg%2F1tdzxpc3!19sChIJiR4TaJDBxokRjZB7Z7qgx7U?authuser=0&hl=en&rclk=1,Automobile/Bike_Rentals/Bike_rentals_in_Philadelphia_Pennsylvania.csv
